Classroom,ID,Maze Source,Name,Type,Description,Size,Solved by,Created at,Updated at,Gem,Heart,Enemy,Obstacle,Action,Condition,Selection,Repetition,Solution,Life,Steps,Solving Time,Time user enters maze,Time script button is clicked,Time execute button is clicked,Time maze is solved,Time maze is published,Maze Solution
T1,1520,688,Commands_Lesson 2,tutorial,,7x7,374,2023-08-21T00:47:32.000,2023-08-21T00:47:32.000,0,0,1,32,5,4,2,2,13,300,6,142.2949982,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:47,21/08/2023 8:47,,"if (NotReachDest)
{
    moveForward
}
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
if (NotReachDest)
{
    turnRight
}
else
{
    moveForward
}
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1516,687,Commands_Lesson 1,tutorial,,3x8,410,2023-08-21T00:47:20.000,2023-08-21T00:47:20.000,0,0,0,16,3,0,0,0,3,300,3,22.12750053,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:47,,"moveForward
moveForward
moveForward"
T1,1552,688,Commands_Lesson 2,tutorial,,7x7,410,2023-08-21T00:48:30.000,2023-08-21T00:48:30.000,0,0,1,32,7,0,0,0,7,300,6,63.10150146,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:48,21/08/2023 8:48,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1398,687,Commands_Lesson 1,tutorial,,3x8,377,2023-08-21T00:40:41.000,2023-08-21T00:43:22.000,0,0,0,16,4,1,1,0,6,300,3,106.9332962,21/08/2023 8:41,21/08/2023 8:41,21/08/2023 8:42,21/08/2023 8:43,,"if (Enemy In Front)
{
    attack
}
else
{
    moveForward
}
moveForward
moveForward"
T1,1442,688,Commands_Lesson 2,tutorial,,7x7,377,2023-08-21T00:44:19.000,2023-08-21T00:44:19.000,0,0,1,32,7,0,0,0,7,300,6,48.13019943,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1490,689,Commands_Lesson 3,tutorial,,7x7,377,2023-08-21T00:46:25.000,2023-08-21T00:46:25.000,0,0,0,33,15,0,0,0,15,300,12,119.6725006,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1568,690,Commands_Lesson 4,tutorial,,7x7,377,2023-08-21T00:48:58.000,2023-08-21T00:48:58.000,1,0,1,32,8,0,0,0,8,300,6,148.3630981,21/08/2023 8:46,21/08/2023 8:47,21/08/2023 8:49,21/08/2023 8:49,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1404,687,Commands_Lesson 1,tutorial,,3x8,402,2023-08-21T00:42:06.000,2023-08-21T00:42:59.000,0,0,0,16,4,0,0,0,4,300,3,42.7928009,21/08/2023 8:42,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:43,,"moveForward
moveForward
moveForward
moveForward"
T1,1456,688,Commands_Lesson 2,tutorial,,7x7,402,2023-08-21T00:45:27.000,2023-08-21T00:45:27.000,0,0,1,32,3,2,0,2,7,300,6,142.0894928,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:45,,"repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1572,687,Commands_Lesson 1,tutorial,,3x8,381,2023-08-21T00:49:06.000,2023-08-21T00:49:06.000,0,0,0,16,2,2,1,1,6,300,3,596.9619751,21/08/2023 8:39,21/08/2023 8:40,21/08/2023 8:49,21/08/2023 8:49,,"if (NotReachDest)
{
    moveForward
}
while (Dir == ""Forward"")
{
    moveForward
}"
T1,1414,687,Commands_Lesson 1,tutorial,,3x8,399,2023-08-21T00:43:02.000,2023-08-21T00:43:02.000,0,0,0,16,3,3,3,0,9,300,3,168.5019073,21/08/2023 8:40,21/08/2023 8:40,21/08/2023 8:43,21/08/2023 8:43,,"if (NotReachDest)
{
    moveForward
}
if (NotReachDest)
{
    moveForward
}
if (NotReachDest)
{
    moveForward
}"
T1,1501,688,Commands_Lesson 2,tutorial,,7x7,399,2023-08-21T00:46:48.000,2023-08-21T00:46:48.000,0,0,1,32,3,2,0,2,7,300,6,218.2156982,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:47,21/08/2023 8:47,,"repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1560,689,Commands_Lesson 3,tutorial,,7x7,399,2023-08-21T00:48:41.000,2023-08-21T00:48:41.000,0,0,0,33,7,4,0,4,15,300,12,105.2386017,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:49,,"repeatCount = 1;
while (repeatCount < 5)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 5)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}"
T1,1403,820,tws,public,tws,10x10,390,2023-08-21T00:41:56.000,2023-08-21T00:41:56.000,0,0,0,0,1,1,0,1,3,300,1,158.8990021,21/08/2023 8:39,21/08/2023 8:40,21/08/2023 8:42,21/08/2023 8:42,,"while (Dir == ""Forward"")
{
    moveForward
}"
T1,1571,687,Commands_Lesson 1,tutorial,,3x8,390,2023-08-21T00:49:03.000,2023-08-21T00:49:03.000,0,0,0,16,1,1,0,1,3,300,3,19.87509918,21/08/2023 8:49,21/08/2023 8:49,21/08/2023 8:49,21/08/2023 8:49,,"while (NotReachDest)
{
    moveForward
}"
T1,1410,687,Commands_Lesson 1,tutorial,,3x8,387,2023-08-21T00:42:33.000,2023-08-21T00:42:33.000,0,0,0,16,3,0,0,0,3,300,3,60.13019943,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:43,,"moveForward
moveForward
moveForward"
T1,1427,688,Commands_Lesson 2,tutorial,,7x7,387,2023-08-21T00:43:44.000,2023-08-21T00:43:44.000,0,0,1,32,7,0,0,0,7,300,6,62.57419968,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1542,689,Commands_Lesson 3,tutorial,,7x7,387,2023-08-21T00:48:14.000,2023-08-21T00:48:14.000,0,0,0,33,9,2,0,2,13,300,12,254.1576996,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:48,21/08/2023 8:48,,"repeatCount = 1;
while (repeatCount < 5)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 6)
{
    repeatCount add 1
    moveForward
}
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1409,687,Commands_Lesson 1,tutorial,,3x8,392,2023-08-21T00:42:30.000,2023-08-21T00:42:30.000,0,0,0,16,3,0,0,0,3,300,3,95.6969986,21/08/2023 8:41,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:42,,"moveForward
moveForward
moveForward"
T1,1444,687,Commands_Lesson 1,tutorial,,3x8,445,2023-08-21T00:44:31.000,2023-08-21T00:44:31.000,0,0,0,16,3,0,0,0,3,300,3,81.95459747,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward"
T1,1401,687,Commands_Lesson 1,tutorial,,3x8,400,2023-08-21T00:41:46.000,2023-08-21T00:42:20.000,0,0,0,16,3,0,0,0,3,300,3,17.78129959,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:42,,"moveForward
moveForward
moveForward"
T1,1416,688,Commands_Lesson 2,tutorial,,7x7,400,2023-08-21T00:43:08.000,2023-08-21T00:43:08.000,0,0,1,32,7,0,0,0,7,300,6,40.28680038,21/08/2023 8:42,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:43,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1448,687,Commands_Lesson 1,tutorial,,3x8,391,2023-08-21T00:44:51.000,2023-08-21T00:44:51.000,0,0,0,16,3,0,0,0,3,300,3,15.88829994,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,,"moveForward
moveForward
moveForward"
T1,1491,688,Commands_Lesson 2,tutorial,,7x7,391,2023-08-21T00:46:27.000,2023-08-21T00:46:27.000,0,0,1,32,7,0,0,0,7,300,6,88.94390106,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1525,689,Commands_Lesson 3,tutorial,,7x7,391,2023-08-21T00:47:47.000,2023-08-21T00:47:47.000,0,0,0,33,15,0,0,0,15,300,12,71.91459656,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:48,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1417,687,Commands_Lesson 1,tutorial,,3x8,408,2023-08-21T00:43:10.000,2023-08-21T00:43:10.000,0,0,0,16,3,0,0,0,3,300,3,113.4236984,21/08/2023 8:41,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:43,,"moveForward
moveForward
moveForward"
T1,1430,688,Commands_Lesson 2,tutorial,,7x7,408,2023-08-21T00:43:58.000,2023-08-21T00:43:58.000,0,0,1,32,7,0,0,0,7,300,6,39.00880051,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1485,689,Commands_Lesson 3,tutorial,,7x7,408,2023-08-21T00:46:11.000,2023-08-21T00:46:11.000,0,0,0,33,15,0,0,0,15,300,12,124.9781036,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1522,690,Commands_Lesson 4,tutorial,,7x7,408,2023-08-21T00:47:38.000,2023-08-21T00:47:38.000,1,0,1,32,8,0,0,0,8,300,6,66.31580353,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:47,21/08/2023 8:47,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1575,691,Commands_Lesson 5,tutorial,,9x6,408,2023-08-21T00:49:14.000,2023-08-21T00:49:14.000,0,0,1,31,7,0,0,0,7,280,5,79.37999725,21/08/2023 8:48,21/08/2023 8:49,21/08/2023 8:49,21/08/2023 8:49,,"moveForward
turnRight
moveForward
attack
moveForward
moveForward
moveForward"
T1,1408,687,Commands_Lesson 1,tutorial,,3x8,385,2023-08-21T00:42:28.000,2023-08-21T00:42:28.000,0,0,0,16,7,0,0,0,7,300,3,180.1470032,21/08/2023 8:39,21/08/2023 8:40,21/08/2023 8:42,21/08/2023 8:42,,"moveForward
moveForward
moveForward
attack
moveForward
moveForward
turnRight"
T1,1432,688,Commands_Lesson 2,tutorial,,7x7,385,2023-08-21T00:44:03.000,2023-08-21T00:44:03.000,0,0,1,32,14,0,0,0,14,300,10,83.1780014,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,,"turnBack
moveForward
turnLeft
moveForward
moveForward
moveForward
moveForward
turnLeft
moveForward
moveForward
moveForward
moveForward
turnLeft
moveForward"
T1,1484,689,Commands_Lesson 3,tutorial,,7x7,385,2023-08-21T00:46:08.000,2023-08-21T00:46:08.000,0,0,0,33,15,0,0,0,15,300,12,114.7070007,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1504,690,Commands_Lesson 4,tutorial,,7x7,385,2023-08-21T00:46:58.000,2023-08-21T00:46:58.000,1,0,1,32,8,0,0,0,8,300,6,41.37799835,21/08/2023 8:46,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:47,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1459,687,Commands_Lesson 1,tutorial,,3x8,411,2023-08-21T00:45:34.000,2023-08-21T00:45:34.000,0,0,0,16,3,0,0,0,3,300,3,190.6519928,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward"
T1,1529,688,Commands_Lesson 2,tutorial,,7x7,411,2023-08-21T00:47:51.000,2023-08-21T00:47:51.000,0,0,1,32,7,0,0,0,7,300,6,130.7879944,21/08/2023 8:46,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:48,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1455,687,Commands_Lesson 1,tutorial,,3x8,427,2023-08-21T00:45:26.000,2023-08-21T00:45:26.000,0,0,0,16,1,1,0,1,3,300,3,19.80800056,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,,"while (NotReachDest)
{
    moveForward
}"
T1,1452,687,Commands_Lesson 1,tutorial,,3x8,216,2023-08-21T00:45:14.000,2023-08-21T00:45:14.000,0,0,0,16,3,0,0,0,3,300,3,168.9718933,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:45,21/08/2023 8:45,,"moveForward
moveForward
moveForward"
T1,1482,688,Commands_Lesson 2,tutorial,,7x7,216,2023-08-21T00:46:05.000,2023-08-21T00:46:05.000,0,0,1,32,7,0,0,0,7,300,6,43.42679977,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1457,687,Commands_Lesson 1,tutorial,,3x8,447,2023-08-21T00:45:31.000,2023-08-21T00:45:31.000,0,0,0,16,3,0,0,0,3,300,3,104.2369995,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,,"moveForward
moveForward
moveForward"
T1,1547,688,Commands_Lesson 2,tutorial,,7x7,447,2023-08-21T00:48:20.000,2023-08-21T00:48:20.000,0,0,1,32,7,0,0,0,7,300,6,158.2017059,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:48,21/08/2023 8:48,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1412,687,Commands_Lesson 1,tutorial,,3x8,379,2023-08-21T00:42:49.000,2023-08-21T00:42:49.000,0,0,0,16,1,1,0,1,3,300,3,247.3061066,21/08/2023 8:39,21/08/2023 8:40,21/08/2023 8:43,21/08/2023 8:43,,"repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1528,688,Commands_Lesson 2,tutorial,,7x7,379,2023-08-21T00:47:50.000,2023-08-21T00:47:50.000,0,0,1,32,8,2,0,2,12,300,10,288.1149902,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:48,21/08/2023 8:48,,"turnBack
moveForward
turnLeft
repeatCount = 1;
while (repeatCount < 5)
{
    repeatCount add 1
    moveForward
}
turnLeft
repeatCount = 1;
while (repeatCount < 5)
{
    repeatCount add 1
    moveForward
}
turnLeft
moveForward"
T1,1423,820,tws,public,tws,10x10,405,2023-08-21T00:43:24.000,2023-08-21T00:43:24.000,0,0,0,0,1,1,1,0,3,300,1,50.44300079,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:43,,"if (NotReachDest)
{
    moveForward
}"
T1,1462,687,Commands_Lesson 1,tutorial,,3x8,448,2023-08-21T00:45:36.000,2023-08-21T00:46:34.000,0,0,0,16,7,0,0,0,7,300,3,49.0359993,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:46,,"turnRight
turnRight
turnRight
turnRight
moveForward
moveForward
moveForward"
T1,1462,687,Commands_Lesson 1,tutorial,,3x8,448,2023-08-21T00:45:36.000,2023-08-21T00:46:34.000,0,0,0,16,7,0,0,0,7,300,3,49.0359993,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:46,,"turnRight
turnRight
turnRight
turnRight
moveForward
moveForward
moveForward"
T1,1511,688,Commands_Lesson 2,tutorial,,7x7,448,2023-08-21T00:47:12.000,2023-08-21T00:47:12.000,0,0,1,32,7,0,0,0,7,300,6,32.35900116,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:47,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1431,687,Commands_Lesson 1,tutorial,,3x8,382,2023-08-21T00:44:02.000,2023-08-21T00:44:02.000,0,0,0,16,5,0,0,0,5,300,3,43.53300095,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward
moveForward
attack"
T1,1458,688,Commands_Lesson 2,tutorial,,7x7,382,2023-08-21T00:45:32.000,2023-08-21T00:45:32.000,0,0,1,32,8,0,0,0,8,300,6,77.99500275,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:46,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
attack"
T1,1569,689,Commands_Lesson 3,tutorial,,7x7,382,2023-08-21T00:48:58.000,2023-08-21T00:48:58.000,0,0,0,33,18,0,0,0,18,300,12,193.7680054,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:49,21/08/2023 8:49,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
attack"
T1,1397,687,Commands_Lesson 1,tutorial,,3x8,375,2023-08-21T00:40:34.000,2023-08-21T00:42:49.000,0,0,0,16,5,0,0,0,5,300,3,111.2109985,21/08/2023 8:40,21/08/2023 8:41,21/08/2023 8:42,21/08/2023 8:42,,"moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1499,688,Commands_Lesson 2,tutorial,,7x7,375,2023-08-21T00:46:46.000,2023-08-21T00:46:46.000,0,0,1,32,7,0,0,0,7,300,6,217.6049957,21/08/2023 8:43,21/08/2023 8:43,21/08/2023 8:47,21/08/2023 8:47,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1537,689,Commands_Lesson 3,tutorial,,7x7,375,2023-08-21T00:48:05.000,2023-08-21T00:48:05.000,0,0,0,33,15,0,0,0,15,300,12,74.12000275,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:48,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1451,687,Commands_Lesson 1,tutorial,,3x8,373,2023-08-21T00:44:56.000,2023-08-21T00:44:56.000,0,0,0,16,2,2,1,1,6,300,3,176.7722931,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:45,21/08/2023 8:45,,"if (NotReachDest)
{
    moveForward
}
repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}"
T1,1438,687,Commands_Lesson 1,tutorial,,3x8,403,2023-08-21T00:44:14.000,2023-08-21T00:44:14.000,0,0,0,16,3,0,0,0,3,300,3,255.0189972,21/08/2023 8:40,21/08/2023 8:42,21/08/2023 8:44,21/08/2023 8:44,,"moveForward
moveForward
moveForward"
T1,1476,688,Commands_Lesson 2,tutorial,,7x7,403,2023-08-21T00:45:58.000,2023-08-21T00:45:58.000,0,0,1,32,7,0,0,0,7,300,6,96.76300049,21/08/2023 8:44,21/08/2023 8:44,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1561,689,Commands_Lesson 3,tutorial,,7x7,403,2023-08-21T00:48:44.000,2023-08-21T00:48:44.000,0,0,0,33,15,0,0,0,15,300,12,158.6260071,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:49,21/08/2023 8:49,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1480,687,Commands_Lesson 1,tutorial,,3x8,449,2023-08-21T00:46:03.000,2023-08-21T00:46:03.000,0,0,0,16,3,0,0,0,3,300,3,109.512001,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward"
T1,1574,688,Commands_Lesson 2,tutorial,,7x7,449,2023-08-21T00:49:13.000,2023-08-21T00:49:13.000,0,0,1,32,8,0,0,0,8,300,6,183.177002,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:49,21/08/2023 8:49,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1399,687,Commands_Lesson 1,tutorial,,3x8,383,2023-08-21T00:41:00.000,2023-08-21T00:44:43.000,0,0,0,16,3,0,0,0,3,300,3,16.62509918,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:45,,"moveForward
moveForward
moveForward"
T1,1467,688,Commands_Lesson 2,tutorial,,7x7,383,2023-08-21T00:45:45.000,2023-08-21T00:45:45.000,0,0,1,32,7,0,0,0,7,300,6,39.99200058,21/08/2023 8:45,21/08/2023 8:45,21/08/2023 8:46,21/08/2023 8:46,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1524,689,Commands_Lesson 3,tutorial,,7x7,383,2023-08-21T00:47:44.000,2023-08-21T00:47:44.000,0,0,0,33,15,0,0,0,15,300,12,108.1447983,21/08/2023 8:46,21/08/2023 8:46,21/08/2023 8:47,21/08/2023 8:48,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1400,687,Commands_Lesson 1,tutorial,,3x8,396,2023-08-21T00:41:34.000,2023-08-21T00:41:34.000,0,0,0,16,3,0,0,0,3,300,3,85.22059631,21/08/2023 8:40,21/08/2023 8:41,21/08/2023 8:41,21/08/2023 8:42,,"moveForward
moveForward
moveForward"
T1,1440,688,Commands_Lesson 2,tutorial,,7x7,396,2023-08-21T00:44:15.000,2023-08-21T00:44:15.000,0,0,1,32,3,2,0,2,7,300,6,126.8167038,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:44,21/08/2023 8:44,,"repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
